Sample_ID,Original_Sentence,Original_Intent,Original_Entities,Augmented_Sentence,Augmented_Intent,Augmented_Entities,Augmentation_Method,Quality_Score_1_5,Naturalness_Score_1_5,Comments,Approved_Yes_No
75,"bật to quá, giảm cho mình cái radio xuống 65% nhé",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","Làm ơn bật to quá, giảm cho mình cái radio xuống 65% nhé",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",politeness_addition,,,,
76,"lúc 17 giờ 9 phút trời sẽ mát hơn, bạn giảm giúp mình cái máy lạnh lúc đó nhớ",giảm nhiệt độ của thiết bị,"[{""type"": ""time at"", ""filler"": ""17 giờ 9 phút""}, {""type"": ""device"", ""filler"": ""máy lạnh""}]","lúc 17 giờ 9 phút trời sẽ mát hơn, bạn hạ giúp mình cái máy lạnh lúc đó nhớ",giảm nhiệt độ của thiết bị,"[{""type"": ""time at"", ""filler"": ""17 giờ 9 phút""}, {""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
77,tăng âm lượng radio ở trong phòng thay đồ số 2 nhé,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",tăng lên âm lượng radio ở trong phòng thay đồ số 2 nhé,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",synonym_replacement,,,,
78,nhạc to quá em giảm cho anh cái radio xuống 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",nhạc to quá em điều chỉnh xuống cho anh cái radio xuống 65% nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
79,bạn ơi tăng giúp tôi cái radio thêm 31% nhé,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",bạn ơi tăng lên giúp tôi cái radio thêm 31% nhé,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",synonym_replacement,,,,
80,bạn ơi tăng giúp tôi cái radio thêm 31% nhé,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",Giúp tôi bạn ơi tăng giúp tôi cái radio thêm 31% nhé được chứ,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",politeness_addition,,,,
81,em ơi tăng giúp chị cái radio đến 31% đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",em ơi tăng lên giúp chị cái radio đến 31% đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",synonym_replacement,,,,
82,em ơi tăng giúp chị cái radio đến 31% đi,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",Anh/chị ơi em ơi tăng giúp chị cái radio đến 31% đi được chứ,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""changing value"", ""filler"": ""31%""}]",politeness_addition,,,,
83,"tiếng radio hơi to, em giảm giúp anh xuống 65% với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","tiếng radio hơi to, em giảm xuống giúp anh xuống 65% với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
84,"tiếng radio hơi to, em giảm giúp anh xuống 65% với",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","tiếng radio hơi to, em giảm giúp anh xuống 65% với nhé",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",politeness_addition,,,,
85,"cái âm lượng của radio to quá, hãy giảm cho tôi xuống 65% nhá",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]","cái âm lượng của radio to quá, hãy điều chỉnh xuống cho tôi xuống 65% nhá",giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
86,em ơi radio hơi to em giảm giúp anh với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",em ơi radio hơi to em điều chỉnh xuống giúp anh với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
87,em ơi radio hơi to em giảm giúp anh với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",em ơi radio hơi to em giảm giúp anh với nhé,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",politeness_addition,,,,
88,tăng cho chị cái radio trong phòng thay đồ số 2 lên khoảng 38%,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",nâng cho chị cái radio trong phòng thay đồ số 2 lên khoảng 38%,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",synonym_replacement,,,,
89,tăng cho chị cái radio trong phòng thay đồ số 2 lên khoảng 38%,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",tăng cho chị cái radio trong phòng thay đồ số 2 lên khoảng 38% nha,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}, {""type"": ""target number"", ""filler"": ""38%""}]",politeness_addition,,,,
90,"trời cũng đỡ lạnh rùi em ơi, giảm hộ anh cái bóng sưởi xuống 76% nhá",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]","trời cũng đỡ lạnh rùi em ơi, giảm xuống hộ anh cái bóng sưởi xuống 76% nhá",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""bóng sưởi""}, {""type"": ""target number"", ""filler"": ""76%""}]",synonym_replacement,,,,
91,tăng cho mình cái radio ở phòng thay đồ số 2 với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",nâng cho mình cái radio ở phòng thay đồ số 2 với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",synonym_replacement,,,,
92,tăng cho mình cái radio ở phòng thay đồ số 2 với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",tăng cho mình cái radio ở phòng thay đồ số 2 với với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""living_space"", ""filler"": ""phòng thay đồ số 2""}]",politeness_addition,,,,
93,em giảm cho chị cái máy lạnh xuống đi không dùng nữa đâu,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em điều chỉnh xuống cho chị cái máy lạnh xuống đi không dùng nữa đâu,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
94,em giảm cho chị cái máy lạnh xuống đi không dùng nữa đâu,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em giảm cho chị cái máy lạnh xuống đi không dùng nữa đâu nha,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
95,bạn tăng cho tớ cái radio lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",bạn điều chỉnh lên cho tớ cái radio lên với,tăng âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}]",synonym_replacement,,,,
96,"lạnh quá, em giảm cho anh cái máy lạnh với",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]","lạnh quá, em điều chỉnh xuống cho anh cái máy lạnh với",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
97,"lạnh quá, em giảm cho anh cái máy lạnh với",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]","Bạn ơi lạnh quá, em giảm cho anh cái máy lạnh với được chứ",giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
98,em ơi giảm cho anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",em ơi điều chỉnh xuống cho anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",synonym_replacement,,,,
99,em ơi giảm cho anh cái máy lạnh với,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",Có thể em ơi giảm cho anh cái máy lạnh với nhé,giảm nhiệt độ của thiết bị,"[{""type"": ""device"", ""filler"": ""máy lạnh""}]",politeness_addition,,,,
100,em ơi giảm cho anh cái radio xuống 65% với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",em ơi điều chỉnh xuống cho anh cái radio xuống 65% với,giảm âm lượng của thiết bị,"[{""type"": ""device"", ""filler"": ""radio""}, {""type"": ""target number"", ""filler"": ""65%""}]",synonym_replacement,,,,
